9.95,14570.01,15396.98,101.01,-0.07
10.01,14658.00,15516.97,101.01,-0.07
10.07,14678.83,15505.47,101.01,0.00
10.13,14704.94,15306.64,101.09,-0.07
10.19,14789.09,13988.81,101.09,0.00
10.25,14513.57,13235.19,101.09,0.00
10.31,13278.84,13114.30,101.09,0.00
10.37,12923.98,13058.82,101.09,0.00
10.43,12705.88,13092.92,101.09,0.00
10.49,12557.37,13230.84,101.09,0.00
10.55,12435.22,13340.36,101.09,0.00
10.60,12322.80,13438.06,101.09,0.00
10.66,12189.43,13596.06,101.09,-0.07
10.72,11992.13,13903.00,101.09,0.00
10.78,11722.13,14341.53,101.09,-0.07
10.84,11435.22,15101.32,101.09,0.00
10.90,11281.32,15453.91,101.01,-0.07
10.96,11347.79,15408.33,101.09,0.00
11.02,12114.33,15414.03,101.09,-0.07
11.08,13340.36,15505.47,101.09,-0.07
11.14,14632.01,15448.20,101.09,-0.07
11.20,14570.01,15431.09,101.09,-0.07
11.26,14580.31,15431.09,101.09,-0.07
11.32,14600.96,15436.79,101.09,-0.07
11.38,14647.59,15459.63,101.09,-0.07
11.44,14673.61,15494.00,101.09,-0.07
11.50,14678.83,15471.07,101.09,-0.07
11.56,14684.05,15379.97,101.09,0.00
11.62,14799.66,14488.04,101.09,-0.07
11.68,14694.49,13380.18,101.09,-0.07
11.74,13673.98,13165.87,101.09,-0.07
11.80,13122.87,13054.57,101.09,0.00
11.85,12874.04,13075.85,101.09,0.00
11.91,12669.48,13191.80,101.09,0.00
11.97,12557.37,13322.74,101.09,-0.07
12.03,12462.63,13411.30,101.09,0.00
12.09,12334.34,13541.53,101.09,-0.07
12.15,12136.77,13804.03,101.09,0.00
12.21,11864.82,14177.96,101.09,-0.07
12.27,11530.66,14906.18,101.09,-0.07
12.33,11304.51,15471.07,101.09,0.00
12.39,11281.32,15414.03,101.09,0.00
12.45,11846.82,15396.98,101.09,-0.07
12.51,13148.65,15499.73,101.09,-0.07
12.57,14621.65,15448.20,101.09,-0.07
12.63,14549.45,15431.09,101.09,-0.07
12.69,14564.87,15419.71,101.09,0.00
12.74,14600.96,15431.09,101.09,0.00
12.81,14663.20,15448.20,101.09,0.00
12.86,14710.19,15465.33,101.09,-0.07
12.92,14715.42,15488.25,101.09,-0.07
12.98,14731.16,15482.51,101.09,-0.07
13.04,14778.52,15106.81,101.09,0.00
13.10,14794.37,13903.00,101.09,-0.07
13.16,14346.54,13217.80,101.09,-0.07
13.22,13331.55,13110.02,101.09,0.00
13.28,12995.32,13127.17,101.09,-0.07
13.34,12771.05,13235.19,101.01,-0.07
13.40,12597.21,13424.66,101.09,-0.07
13.46,12404.03,13586.95,101.09,0.00
13.52,12204.55,13790.00,101.09,-0.07
13.58,11995.80,14129.04,101.09,-0.07
13.64,11796.67,14477.86,101.09,-0.07
13.70,11578.89,14890.11,101.09,-0.07
13.76,11381.28,15379.97,101.09,-0.07
13.81,11291.24,15425.40,101.09,0.00
13.87,11321.12,15379.97,101.09,0.00
13.93,11904.58,15391.31,101.09,-0.07
13.99,13088.65,15482.51,101.09,-0.07
14.06,14642.40,15414.03,101.09,-0.07
14.11,14559.71,15453.91,101.09,-0.07
14.17,14554.57,15436.79,101.09,-0.07
14.23,14585.46,15442.50,101.09,-0.07
14.29,14632.01,15448.20,101.09,-0.07
14.35,14684.05,15476.79,101.09,-0.07
14.41,14694.49,15511.22,101.09,0.00
14.47,14704.94,15499.73,101.09,-0.07
14.53,14736.40,15041.22,101.09,-0.07
14.59,14773.24,13664.78,101.09,-0.07
14.65,14346.54,13191.80,101.09,-0.07
14.71,13313.94,13058.82,101.09,-0.07
14.77,12932.34,13097.19,101.09,-0.07
14.83,12625.22,13278.84,101.09,0.00
14.89,12407.93,13527.95,101.09,-0.07
14.95,12253.90,13692.43,101.09,0.00
15.01,12069.64,13945.79,101.09,-0.07
15.07,11893.71,14271.74,101.09,0.00
15.12,11690.43,14736.40,101.09,0.00
15.18,11472.55,15217.26,101.09,-0.07
15.24,11307.83,15436.79,101.09,0.00
15.30,11235.18,15385.63,101.09,0.00
15.36,11337.78,15346.05,101.09,-0.07
15.42,12136.77,15379.97,101.09,-0.07
15.48,13518.92,15476.79,101.09,-0.07
15.54,14616.48,15425.40,101.09,-0.07
15.60,14575.16,15414.03,101.09,-0.07
15.66,14585.46,15408.33,101.09,-0.07
15.72,14632.01,15402.65,101.09,0.00
15.78,14684.05,15396.98,101.09,-0.07
15.84,14710.19,15419.71,101.09,-0.07
15.90,14720.66,15442.50,101.09,-0.07
15.95,14715.42,15436.79,101.09,-0.07
